PROVINCIE,GEMEENTENUMMER,GEMEENTENAAM,SOORT INSTELLING,BRIN NUMMER ACTUEEL,INSTELLINGSNAAM ACTUEEL,CROHO ONDERDEEL,CROHO SUBONDERDEEL,OPLEIDINGSCODE ACTUEEL,OPLEIDINGSNAAM ACTUEEL,OPLEIDINGSVORM,OPLEIDINGSFASE ACTUEEL,SOORT DIPLOMA,2011 MAN,2011 VROUW,2012 MAN,2012 VROUW,2013 MAN,2013 VROUW,2014 MAN,2014 VROUW,2015 MAN,2015 VROUW
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68514,M Leraar Voorbereidend Hoger Onderwijs in Spaans,voltijd onderwijs,master,wo postmaster,0,0,0,0,0,1,0,2,1,4
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,deeltijd onderwijs,master,wo postmaster,1,0,1,0,0,0,0,0,1,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68516,M Leraar Voorbereidend Hoger Onderwijs in Wiskunde,voltijd onderwijs,master,wo postmaster,0,1,0,0,0,1,0,0,1,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,deeltijd onderwijs,master,wo postmaster,1,2,0,0,0,1,0,0,0,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68517,M Leraar Voorbereidend Hoger Onderwijs in Frans,voltijd onderwijs,master,wo postmaster,0,4,0,3,3,1,2,1,0,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,deeltijd onderwijs,master,wo postmaster,1,0,1,0,1,0,2,3,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68518,M Leraar Voorbereidend Hoger Onderwijs in Management en Organisatie,voltijd onderwijs,master,wo postmaster,2,3,5,2,0,2,1,2,0,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,deeltijd onderwijs,master,wo postmaster,0,3,0,0,0,0,1,0,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,onderwijs,universitaire lerarenopleidingen,68519,M Leraar Voorbereidend Hoger Onderwijs in Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,wo postmaster,3,6,3,2,4,6,1,4,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),50017,B European Law School,voltijd onderwijs,bachelor,wo bachelor,0,0,9,22,18,31,9,41,18,40
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,deeltijd onderwijs,bachelor,wo bachelor,11,20,12,16,7,10,0,7,7,11
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),50700,B Rechtsgeleerdheid,voltijd onderwijs,bachelor,wo bachelor,121,196,77,161,85,146,78,150,119,148
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),56828,B Notarieel Recht,deeltijd onderwijs,bachelor,wo bachelor,1,4,1,0,1,2,0,0,3,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),56828,B Notarieel Recht,voltijd onderwijs,bachelor,wo bachelor,11,25,19,25,7,28,4,17,13,33
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),56829,B Internationaal en Europees Recht,voltijd onderwijs,bachelor,wo bachelor,18,39,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),60224,M International and European Law,voltijd onderwijs,master,wo master,0,1,5,18,14,24,8,16,7,10
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),60386,M Onderneming en Recht (research),voltijd onderwijs,master,wo master,3,2,0,4,1,3,2,2,2,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),60504,M European Law,voltijd onderwijs,master,wo master,7,11,9,18,24,15,15,24,18,18
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66451,M Nederlands recht,deeltijd onderwijs,master,wo master,12,16,7,14,6,11,6,9,6,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66451,M Nederlands recht,duaal onderwijs,master,wo master,0,0,0,0,0,0,2,0,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66451,M Nederlands recht,voltijd onderwijs,master,wo master,81,142,80,116,110,179,78,173,90,134
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66827,M Fiscaal Recht,voltijd onderwijs,master,wo master,2,4,12,23,11,13,20,7,14,17
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66828,M Notarieel Recht,deeltijd onderwijs,master,wo master,1,5,2,0,2,3,1,1,0,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66828,M Notarieel Recht,voltijd onderwijs,master,wo master,10,27,6,11,5,8,5,19,6,20
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,recht,n.v.t. (recht),66829,M Internationaal en Europees Recht,voltijd onderwijs,master,wo master,5,17,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,deeltijd onderwijs,bachelor,wo bachelor,4,18,1,7,1,2,2,1,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),50902,B Religiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,8,18,4,11,4,6,5,5,4,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56003,B Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,3,14,4,5,4,9,8,13,6,6
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56034,B Geschiedenis,voltijd onderwijs,bachelor,wo bachelor,52,26,44,29,54,24,64,27,59,30
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56041,B Islam en Arabisch,voltijd onderwijs,bachelor,wo bachelor,6,16,1,7,0,4,4,3,1,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56074,B Romaanse Talen en Culturen,voltijd onderwijs,bachelor,wo bachelor,11,21,4,16,8,22,2,15,4,12
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56081,B Wijsbegeerte,voltijd onderwijs,bachelor,wo bachelor,37,25,15,9,23,15,24,7,14,20
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,deeltijd onderwijs,bachelor,wo bachelor,0,4,0,1,0,5,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56109,B Theologie,voltijd onderwijs,bachelor,wo bachelor,2,2,0,1,2,2,0,3,1,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56801,B Taal- en Cultuurstudies,voltijd onderwijs,bachelor,wo bachelor,5,20,2,10,2,8,1,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56803,B Taalwetenschap,voltijd onderwijs,bachelor,wo bachelor,2,14,4,10,3,4,2,9,2,14
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56804,B Nederlandse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,9,28,6,28,1,28,9,28,4,32
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56805,B Duitse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,1,16,7,10,3,7,5,6,5,11
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56806,B Engelse Taal en Cultuur,voltijd onderwijs,bachelor,wo bachelor,13,61,17,36,10,49,18,47,15,49
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56823,B Algemene Cultuurwetenschappen,voltijd onderwijs,bachelor,wo bachelor,8,35,5,36,6,32,5,30,4,21
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56824,B Kunstgeschiedenis,voltijd onderwijs,bachelor,wo bachelor,2,10,2,11,5,14,2,15,2,9
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),56826,B Communicatie- en Informatiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,12,47,10,83,15,75,13,87,9,75
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60087,M Kunst- & cultuurwetenschappen,voltijd onderwijs,master,wo master,3,15,3,21,4,18,2,42,12,36
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60128,M Filosofie (research),voltijd onderwijs,master,wo master,1,0,6,1,3,3,11,5,2,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60129,"M Historische Wetenschappen: Ideologie, Mentaliteit en Maatschappelijke Praktijk (research)",voltijd onderwijs,master,wo master,6,1,1,0,1,1,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60131,M Religiestudies,deeltijd onderwijs,master,wo master,1,6,3,7,0,2,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60131,M Religiestudies,voltijd onderwijs,master,wo master,4,9,2,7,0,2,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60139,M Geschiedenis (research),voltijd onderwijs,master,wo master,0,0,2,1,1,4,2,2,8,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60176,M Bedrijfscommunicatie,voltijd onderwijs,master,wo master,9,53,3,2,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60257,M Theologie,deeltijd onderwijs,master,wo master,0,0,0,0,1,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60257,M Theologie,voltijd onderwijs,master,wo master,1,1,0,0,0,1,2,1,2,1
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60258,M Taal- en Spraakpathologie,voltijd onderwijs,master,wo master,0,9,0,1,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60295,M Kunst en Visuele Cultuur in Historisch Perspectief (research),voltijd onderwijs,master,wo master,0,1,0,0,0,1,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60301,M Language and Communication (research),voltijd onderwijs,master,wo master,2,6,0,4,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60326,M Letterkunde en Literatuurwetenschap: Nieuwe Filologie (research),voltijd onderwijs,master,wo master,2,4,1,2,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60501,M Theology,deeltijd onderwijs,master,wo master,1,0,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60501,M Theology,voltijd onderwijs,master,wo master,3,1,0,1,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60502,M Interreligieuze spiritualiteitsstudies,deeltijd onderwijs,master,wo master,3,8,2,6,5,3,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60502,M Interreligieuze spiritualiteitsstudies,voltijd onderwijs,master,wo master,0,2,0,1,0,1,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60503,M Taal- en Spraaktechnologie,voltijd onderwijs,master,wo master,2,1,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60723,M Wijsbegeerte (research),voltijd onderwijs,master,wo master,2,4,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60813,M Letterkunde,voltijd onderwijs,master,wo master,10,19,5,46,9,41,6,41,5,28
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60814,M Letterkunde (research),voltijd onderwijs,master,wo master,0,0,2,0,1,4,1,2,0,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60815,M Taalwetenschappen,voltijd onderwijs,master,wo master,7,17,4,38,6,40,15,41,10,46
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60817,M Taalwetenschappen (research),voltijd onderwijs,master,wo master,0,0,1,1,1,0,2,2,1,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60821,M Oudheidstudies,voltijd onderwijs,master,wo master,1,2,3,11,2,10,9,8,3,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60822,M Filosofie,voltijd onderwijs,master,wo master,0,0,5,6,8,8,13,6,13,7
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60823,M Filosofie,voltijd onderwijs,master,wo master,0,1,2,2,4,3,2,3,2,3
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,deeltijd onderwijs,master,wo master,0,0,0,2,2,3,1,9,3,5
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60824,M Theologie & Religiewetenschappen,voltijd onderwijs,master,wo master,0,0,4,7,3,16,8,14,4,12
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60829,M Kunst- & cultuurwetenschappen (research),voltijd onderwijs,master,wo master,0,0,0,0,2,2,0,7,1,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),60845,M Noord-Amerika Studies,voltijd onderwijs,master,wo master,2,6,4,2,7,10,7,13,7,2
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65001,M Niederlande-Deutschland Studien (joint degree),voltijd onderwijs,master,wo master,0,1,0,2,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),65002,M Europese Studies (joint degree),voltijd onderwijs,master,wo master,0,4,5,2,2,7,6,7,2,9
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66003,M Griekse en Latijnse Taal en Cultuur,voltijd onderwijs,master,wo master,3,2,2,2,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66034,M Geschiedenis,voltijd onderwijs,master,wo master,41,19,42,14,39,28,42,22,44,13
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66041,M Islam en Arabisch,voltijd onderwijs,master,wo master,3,11,0,0,1,2,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66056,M Amerikanistiek,voltijd onderwijs,master,wo master,18,18,1,2,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66074,M Romaanse Talen en Culturen,voltijd onderwijs,master,wo master,0,7,0,4,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66079,M Duitsland Studies,voltijd onderwijs,master,wo master,0,1,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66081,M Wijsbegeerte,voltijd onderwijs,master,wo master,7,11,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66802,M Literatuurwetenschap,voltijd onderwijs,master,wo master,0,5,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66803,M Taalwetenschap,voltijd onderwijs,master,wo master,0,5,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66804,M Nederlandse Taal en Cultuur,voltijd onderwijs,master,wo master,3,19,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66805,M Duitse Taal en Cultuur,voltijd onderwijs,master,wo master,2,3,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66806,M Engelse Taal en Cultuur,voltijd onderwijs,master,wo master,4,14,0,1,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66823,M Algemene Cultuurwetenschappen,voltijd onderwijs,master,wo master,3,17,3,3,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66824,M Kunstgeschiedenis,voltijd onderwijs,master,wo master,1,14,0,0,0,0,0,0,0,0
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),66826,M Communicatie- & Informatiewetenschappen,voltijd onderwijs,master,wo master,12,55,16,66,21,73,22,89,23,68
Gelderland,268,NIJMEGEN,reguliere inst.,21PM,Radboud Universiteit Nijmegen,taal en cultuur,n.v.t. (taal en cultuur),67084,M Wijsbegeerte van een Bepaald Wetenschapsgebied,voltijd onderwijs,master,wo master,5,3,0,0,0,0,0,0,0,0
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),6641,Rurale ontwikkelingsstudies,voltijd onderwijs,initiï¿½le opleiding,wo ongedeelde opleiding,0,0,1,0,0,0,0,0,0,0
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),6991,Moleculaire Wetenschappen,voltijd onderwijs,initiï¿½le opleiding,wo ongedeelde opleiding,1,0,0,0,0,0,0,0,0,0
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),50016,B Communicatiewetenschappen,voltijd onderwijs,bachelor,wo bachelor,2,5,4,16,6,10,1,14,3,12
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),50018,B Gezondheid en Maatschappij,voltijd onderwijs,bachelor,wo bachelor,2,19,1,18,4,22,4,39,7,48
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),50100,B Internationaal Land- en Waterbeheer,voltijd onderwijs,bachelor,wo bachelor,39,16,23,17,26,8,31,15,18,16
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),50101,B Economie en Beleid,voltijd onderwijs,bachelor,wo bachelor,12,11,5,6,10,3,13,4,13,9
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56219,B Bos- en Natuurbeheer,voltijd onderwijs,bachelor,wo bachelor,30,20,27,15,32,15,32,18,20,18
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56283,B Milieuwetenschappen,voltijd onderwijs,bachelor,wo bachelor,11,7,19,12,12,13,9,10,14,8
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56831,B Agrotechnologie,voltijd onderwijs,bachelor,wo bachelor,20,2,20,3,14,3,31,2,14,3
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56835,B Plantenwetenschappen,voltijd onderwijs,bachelor,wo bachelor,20,8,9,11,15,16,17,10,15,8
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56836,B Bedrijfs- en Consumentenwetenschappen,voltijd onderwijs,bachelor,wo bachelor,26,29,20,24,18,24,30,47,23,67
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56837,B Internationale Ontwikkelingsstudies,voltijd onderwijs,bachelor,wo bachelor,21,64,18,55,12,59,17,44,20,50
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56841,B Biotechnologie,voltijd onderwijs,bachelor,wo bachelor,35,18,25,13,32,13,31,14,23,17
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56848,B Landschapsarchitectuur en ruimtelijke planning,voltijd onderwijs,bachelor,wo bachelor,33,25,20,16,21,23,29,25,19,15
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56849,B Dierwetenschappen,voltijd onderwijs,bachelor,wo bachelor,24,54,23,59,11,72,15,58,23,61
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56860,B Biologie,voltijd onderwijs,bachelor,wo bachelor,61,59,52,55,52,46,67,53,35,50
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56868,B Voeding en Gezondheid,voltijd onderwijs,bachelor,wo bachelor,9,83,8,89,12,79,15,100,13,77
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56968,"B Bodem, Water, Atmosfeer",voltijd onderwijs,bachelor,wo bachelor,23,14,41,24,38,20,54,18,30,18
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),56973,B Levensmiddelentechnologie,voltijd onderwijs,bachelor,wo bachelor,18,32,24,36,20,43,16,37,29,50
Gelderland,289,WAGENINGEN,reguliere inst.,21PI,Wageningen University,landbouw en natuurlijke omgeving,n.v.t. (landbouw en natuurlijke omgeving),59304,B Moleculaire Levenswetenschappen,voltijd onderwijs,bachelor,wo bachelor,11,18,19,13,23,18,13,15,15,16
